{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
162;0.000125859;0.000114155;0;0.000198;0.000114155;0.25088;0.123;0;0.892586996;0.93931734;0;0.061360231;0.0001
163;0.000128644;0.000114155;0;0.000137;0.000114155;0.22704;0.09;0;0.892586996;0.93931734;0;0.047570879;0.0001
164;0.000153926;0.000114155;0;9.07E-05;0.000114155;0.12478;0.05;0;0.892586996;0.93931734;0;0.007863271;0.0001
165;0.000162229;0.000114155;0;6.33E-05;0.000114155;0.0321;0.004;0;0.892586996;0.93931734;0;0;0.0001
166;0.000149462;0.000114155;0;4.11E-05;0.000114155;0.00603;0.006;0;0.892586996;0.93931734;0;0;0.0001
167;0.000126252;0.000114155;0;2.46E-05;0.000114155;0;0.023;0;0.892586996;0.93931734;0;0;0.0001
168;1.04E-04;0.000114155;0;8.08E-06;0.000114155;0;0.05;0;0.892586996;0.93931734;0;0;0.0001
169;8.86E-05;0.000114155;0;6.77E-06;0.000114155;0;0.059;0;0.892586996;0.93931734;0;0;0.0001
170;7.93E-05;0.000114155;0;3.75E-06;0.000114155;0;0.065;0;0.892586996;0.93931734;0;0;0.0001
171;7.51E-05;0.000114155;0;2.38E-06;0.000114155;0;0.075;0;0.892586996;0.93931734;0;0;0.0001
172;7.27E-05;0.000114155;0;8.30E-06;0.000114155;0;0.095;0;0.892586996;0.93931734;0;0;0.0001
173;7.40E-05;0.000114155;0;2.49E-05;0.000114155;0;0.108;0;0.892586996;0.93931734;0;0;0.0001
174;7.98E-05;0.000114155;0;6.93E-05;0.000114155;0;0.035;0;0.892586996;0.93931734;0;0;0.0001
175;8.88E-05;0.000114155;0;0.000143;0.000114155;0;0.017;0;0.892586996;0.93931734;0;0;0.0001
176;0.000105304;0.000114155;0;0.00019;0.000114155;0;0.077;0;0.892586996;0.93931734;0;0;0.0001
177;0.000118761;0.000114155;0;0.000168;0.000114155;0;0.07;0;0.892586996;0.93931734;0;0;0.0001
178;0.000127979;0.000114155;0;0.000165;0.000114155;0.00163;0.033;0;0.892586996;0.93931734;0;0;0.0001
179;0.000133215;0.000114155;0;0.000179;0.000114155;0.48423;0.025;0;0.892586996;0.93931734;0;0.44218492;0.0001
180;0.000135295;0.000114155;0;0.000196;0.000114155;0.55713;0.028;0;0.892586996;0.93931734;0;0.505358285;0.0001
181;0.000130515;0.000114155;0;0.000195;0.000114155;0.6192;0.033;0;0.892586996;0.93931734;0;0.550696148;0.0001
182;0.000129465;0.000114155;0;0.000185;0.000114155;0.53981;0.055;0;0.892586996;0.93931734;0;0.362741075;0.0001
183;0.000130274;0.000114155;0;0.000199;0.000114155;0.36;0.093;0;0.892586996;0.93931734;0;0.10311;0.0001
184;0.000130414;0.000114155;0;0.000216;0.000114155;0.37544;0.145;0;0.892586996;0.93931734;0;0.10869254;0.0001
185;0.00012739;0.000114155;0;0.000224;0.000114155;0.39069;0.166;0;0.892586996;0.93931734;0;0.210695575;0.0001
186;0.000122429;0.000114155;0;0.000198;0.000114155;0.32825;0.114;0;0.892586996;0.93931734;0;0.120439732;0.0001
187;0.000124807;0.000114155;0;0.000137;0.000114155;0.31112;0.112;0;0.892586996;0.93931734;0;0.134973423;0.0001
188;0.000149303;0.000114155;0;9.07E-05;0.000114155;0.32577;0.095;0;0.892586996;0.93931734;0;0.213472531;0.0001
189;0.000158639;0.000114155;0;6.33E-05;0.000114155;0.1493;0.066;0;0.892586996;0.93931734;0;0.098052314;0.0001
190;0.000149351;0.000114155;0;4.11E-05;0.000114155;0.2323;0.045;0;0.892586996;0.93931734;0;0.207613249;0.0001
191;0.000128254;0.000114155;0;2.46E-05;0.000114155;0;0.025;0;0.892586996;0.93931734;0;0;0.0001
192;0.000108;0.000114155;0;8.08E-06;0.000114155;0;0.026;0;0.892586996;0.93931734;0;0;0.0001
193;9.09E-05;0.000114155;0;6.77E-06;0.000114155;0;0.038;0;0.892586996;0.93931734;0;0;0.0001
194;8.15E-05;0.000114155;0;3.75E-06;0.000114155;0;0.037;0;0.892586996;0.93931734;0;0;0.0001
195;7.67E-05;0.000114155;0;2.38E-06;0.000114155;0;0.005;0;0.892586996;0.93931734;0;0;0.0001
196;7.48E-05;0.000114155;0;8.30E-06;0.000114155;0;0.02;0;0.892586996;0.93931734;0;0;0.0001
197;7.56E-05;0.000114155;0;2.49E-05;0.000114155;0;0.044;0;0.892586996;0.93931734;0;0;0.0001
198;7.96E-05;0.000114155;0;6.93E-05;0.000114155;0;0.028;0;0.892586996;0.93931734;0;0;0.0001
199;0.0000806;0.000114155;0;0.000143;0.000114155;0;0.005;0;0.892586996;0.93931734;0;0;0.0001
200;0.0000934;0.000114155;0;0.00019;0.000114155;0;0.007;0;0.892586996;0.93931734;0;0;0.0001
201;0.00010641;0.000114155;0;0.000168;0.000114155;0;0.029;0;0.892586996;0.93931734;0;0;0.0001
202;0.000116163;0.000114155;0;0.000165;0.000114155;0;0.109;0;0.892586996;0.93931734;0;0;0.0001
203;0.000121529;0.000114155;0;0.000179;0.000114155;0.48871;0.251;0;0.892586996;0.93931734;0;0.476338617;0.0001
204;0.00012379;0.000114;0;0.000196;0.000114155;0.55199;0.352;0;0.892586996;0.93931734;0;0.568283536;0.0001
205;0.000120349;0.000114;0;0.000195;0.000114155;0.62805;0.367;0;0.892586996;0.93931734;0;0.614709278;0.0001
206;0.000117002;0.000114;0;0.000185;0.000114155;0.5864;0.289;0;0.892586996;0.93931734;0;0.476176389;0.0001
207;0.000116002;0.000114;0;0.000199;0.000114155;0.53261;0.204;0;0.892586996;0.93931734;0;0.381282744;0.0001
208;0.000115408;0.000114155;0;0.000216;0.000114155;0.45;0.145;0;0.892586996;0.93931734;0;0.262722944;0.0001
209;0.000114733;0.000114155;0;0.000224;0.000114155;0.52866;0.107;0;0.892586996;0.93931734;0;0.339027207;0.0001
210;0.000113565;0.000114155;0;0.000198;0.000114155;0.40507;0.096;0;0.892586996;0.93931734;0;0.162494871;0.0001
211;0.000117914;0.000114155;0;0.000137;0.000114155;0.50193;0.159;0;0.892586996;0.93931734;0;0.361366911;0.0001
212;0.00013924;0.000114155;0;9.07E-05;0.000114155;0.36286;0.19;0;0.892586996;0.93931734;0;0.250947123;0.0001
213;0.000148371;0.000114155;0;6.33E-05;0.000114155;0.25333;0.173;0;0.892586996;0.93931734;0;0.183126414;0.0001
214;0.000141097;0.000114155;0;4.11E-05;0.000114155;0.19836;0.152;0;0.892586996;0.93931734;0;0.179242492;0.0001
215;0.000125348;0.000114155;0;2.46E-05;0.000114155;0;0.128;0;0.892586996;0.93931734;0;0;0.0001
216;0.000106115;0.000114155;0;8.08E-06;0.000114155;0;0.072;0;0.892586996;0.93931734;0;0;0.0001
217;9.06E-05;0.000114155;0;6.77E-06;0.000114155;0;0.017;0;0.891983123;0.939032671;0;0;0.0001
